Depth (nm)	Load (µN)
781.091026	7909.602379
781.394456	7913.594844
781.78029	7917.626849
782.026516	7921.626292
782.110202	7925.561332
782.427741	7929.619977
782.573429	7933.586911
782.939184	7937.615584
783.295853	7941.621885
783.534487	7945.631045
783.859301	7949.609111
784.171208	7953.618273
784.24439	7957.61843
784.393834	7961.617666
784.854194	7965.633603
785.149272	7969.648037
785.330314	7973.632775
785.519774	7977.605506
785.37259	7981.62744
785.630621	7985.642191
785.830756	7989.637719
786.015754	7993.652725
786.24318	7997.640163
786.549098	8000.01643
786.723258	8000.000339
	
786.854326	7999.976257
787.036922	8000.006778
787.4166	8000.020516
787.472821	7999.975261
787.444699	8000.03918
787.756198	8000.009002
787.822349	8000.025829
787.997357	8000.000163
788.260328	8000.007891
788.354859	8000.006939
788.521742	8000.007793
788.728037	8000.006829
789.202976	8000.013938
789.034407	7999.987883
789.13181	7999.992853
789.35333	8000.023461
789.458573	7999.98458
789.71202	8000.003365
789.648133	8000.009643
789.92736	7999.977805
790.051431	7999.989923
789.902679	7999.989902
790.087762	8000.02633
790.348819	7999.997405
790.554168	8000.038728
790.852686	7999.952084
791.031736	7999.992052
790.967461	8000.031022
791.220349	7999.963191
791.328974	8000.001454
791.18898	7999.988413
791.383032	8000.006065
791.427471	8000.017927
791.783105	8000.001578
791.56847	7999.978915
791.797433	8000.01761
791.93869	8000.001753
792.189666	8000.008872
792.251103	8000.023535
792.371276	7999.970029
792.555927	8000.021836
792.694583	8000.005845
792.771693	7999.982831
792.743892	8000.019833
792.838449	7999.993871
792.959707	7999.996226
793.045676	7999.990988
793.245723	8000.001255
793.226382	7999.996359
793.45605	7999.99276
793.303175	8000.002144
793.438472	7999.997526
793.369425	8000.00546
793.608834	7999.998515
793.713025	8000.021159
793.939599	7999.97314
793.991067	8000.002686
794.238865	8000.009646
794.345146	7999.99391
794.62584	7999.987173
794.435485	7999.996546
794.717158	8000.016801
794.707676	7999.985471
794.977499	8000.005115
795.154563	8000.000729
795.113643	7999.994719
795.072544	8000.000246
795.036653	8000.004117
795.250732	7999.993944
795.326896	8000.013219
795.29443	7999.967231
795.382464	8000.012137
795.593357	7999.988328
795.66569	7999.999708
795.548956	7999.989786
795.747063	7999.988411
795.912628	7999.99498
796.022237	8000.010209
795.921974	7999.985739
795.938374	7999.998083
796.057461	8000.017649
796.015797	7999.986581
796.234922	7999.980519
796.067722	7999.979538
796.118768	8000.005216
796.267017	8000.003194
796.303767	8000.008889
796.273725	7999.989968
796.591421	8000.014012
796.714896	7999.983768
796.721555	7999.999458
797.024227	8000.005407
796.954075	7999.995962
797.122228	7999.99112
797.107355	7999.990302
797.201142	8000.012413
797.11256	7999.996243
797.262053	7999.980815
797.418506	8000.006161
797.279489	8000.004709
797.52112	7999.995961
797.601293	8000.011597
797.442827	7999.989895
797.562954	7999.999894
797.650543	8000.000516
797.649362	8000.011953
797.719777	7999.988593
797.865769	7999.999929
798.178666	8000.017956
798.161635	7999.997781
798.427481	7999.994134
798.589488	7999.998599
798.441494	7999.987058
798.888317	8000.004304
798.959774	7999.986772
799.046325	8000.012362
799.271925	7999.983543
799.253538	7999.997941
799.353255	8000.018437
799.555502	7999.953768
799.395759	8000.020531
799.27199	7999.994843
799.422772	7999.983332
799.366994	7999.984251
799.609996	8000.015996
799.558973	8000.005612
799.549997	7999.982002
799.551034	8000.008951
799.566128	7999.975036
799.714984	8000.011543
799.855753	7999.99759
799.804227	8000.010277
799.796738	7999.988668
799.87307	8000.000258
799.894252	7999.976281
799.948682	7999.998289
800.004407	7999.989568
799.964447	8000.000927
800.095999	7999.992273
800.111694	7999.998807
800.1216	7999.976172
800.099134	8000.017305
800.286617	7999.992293
800.25643	7999.973361
800.143796	8000.009837
800.088245	7999.999219
800.202339	8000.01276
800.23619	7999.989437
800.352742	7999.970385
800.258454	8000.009733
800.316355	8000.014598
800.369449	7999.999968
800.366299	8000.009378
800.463054	7999.973906
800.464278	8000.00279
800.535263	8000.014105
800.533537	7999.998568
800.554901	7999.978449
800.577355	8000.012278
800.628882	7999.989868
800.6556	7999.983499
800.797838	8000.010043
800.782602	8000.001506
800.802526	7999.979388
800.822432	7999.995764
800.703844	8000.041557
800.796895	7999.95585
800.882854	8000.017982
800.807524	8000.000567
800.923271	7999.993022
800.882396	8000.004334
800.810343	8000.002487
800.929993	8000.010541
800.804363	7999.97898
801.093045	8000.007315
801.024512	7999.988326
800.982157	8000.01111
800.944279	8000.018727
801.06799	7999.990421
801.24424	7999.984077
801.036912	7999.982941
801.03052	8000.013357
801.156492	8000.017889
801.18104	7999.996009
801.325624	8000.011127
801.318321	7999.976053
801.361641	7999.991714
801.291135	7999.988022
801.269391	8000.029193
801.40619	7999.990015
801.398092	7999.962599
801.624872	8000.022384
801.833412	8000.011934
801.604638	8000.013539
801.689009	7999.99475
801.726964	8000.00051
801.694781	8000.004571
801.719796	7999.955769
801.905871	8000.030774
801.915973	7999.990825
802.048773	7999.99956
801.933574	7999.991634
801.928174	8000.012477
801.888909	7999.952654
802.007329	8000.033789
801.982208	7999.980471
802.24476	8000.015159
802.273218	8000.006954
802.319297	7999.986187
802.448824	8000.010152
802.553081	7999.978917
802.480132	8000.034767
802.516337	8000.01349
802.698747	7999.96127
802.586823	8000.001632
802.707935	7999.988591
802.829019	8000.000572
802.81739	7999.994146
802.782853	7999.996161
802.920212	8000.010908
802.919101	7999.999251
802.922081	8000.005129
803.043916	8000.007525
803.01893	8000.021582
803.024061	8000.000624
802.957569	7999.975964
803.033008	8000.027933
803.054898	7999.977043
802.976965	7999.992214
803.349177	8000.005623
803.204146	8000.001928
803.276106	8000.009446
803.243885	7999.994257
803.205076	7999.974877
803.28519	8000.042487
803.302115	8000.008664
803.282349	7999.984494
803.277896	8000.011161
803.309261	7999.997333
803.369959	7999.98502
803.275455	7999.983936
803.333103	7999.99264
803.328455	8000.003898
803.508332	8000.009294
803.447309	8000.008015
803.532174	7999.985402
803.658003	8000.005328
803.703048	7999.992207
803.605077	8000.006342
803.745095	8000.001979
803.70919	7999.994298
803.729411	7999.985668
803.824557	7999.98861
803.77897	7999.980429
803.936392	8000.003914
803.879093	8000.029776
804.191263	8000.016986
804.062483	7999.975631
804.020072	7999.984938
803.935277	7999.974731
804.017842	7999.996272
804.046124	8000.030407
804.134777	8000.013764
804.165907	7999.997999
804.172992	8000.00024
804.080335	7999.993475
804.233188	7999.982076
804.189748	7999.997105
804.180778	8000.01969
804.422347	7999.951278
804.305341	7999.983679
804.307573	8000.029942
804.462746	7999.984014
804.412815	7999.994858
804.387156	8000.02428
804.470768	8000.001602
804.535941	7999.991446
804.519168	8000.013628
804.625022	7999.99595
804.464328	8000.026092
804.692713	8000.016672
804.553964	7999.990201
804.580139	7999.972254
804.576161	8000.000872
804.676181	7999.984818
804.896689	8000.015415
804.725073	7999.993019
804.590852	8000.014905
804.695772	7999.987554
804.867518	7999.973282
804.797972	7999.986961
804.902223	8000.005774
804.831472	7999.971267
804.916227	8000.033347
805.012033	8000.024774
804.872605	8000.000192
804.869176	7999.99034
804.94055	7999.984354
805.239603	7999.992062
805.16509	8000.00741
805.141899	7999.984986
805.168	        8000.00746
805.257797	7999.994727
805.255351	7999.99455
805.132093	8000.007378
805.163516	7999.974302
805.425692	7999.98973
805.366257	7999.973132
805.534618	7999.99526
805.535285	8000.001019
805.359818	7999.993823
805.552409	8000.032604
805.457165	7999.98913
805.580649	7999.987763
805.419968	8000.014056
805.689922	7999.974062
805.580954	8000.008803
805.487869	8000.00009
805.612516	7999.996859
805.627878	7999.986053
805.730318	8000.014398
805.658047	8000.004837
805.714912	8000.001951
805.870387	8000.015714
805.813258	8000.00116
805.796545	7999.971371
805.92254	8000.016334
805.793209	7999.998048
805.848484	7999.99508
805.834023	7999.969257
805.955169	7999.992795
805.96977	8000.010825
805.943306	8000.003631
805.966238	8000.006691
805.984787	8000.009525
806.032748	8000.019654
806.084233	7999.995316
805.992004	7999.990497
806.071605	8000.004187
806.188675	7999.973614
806.217959	7999.978928
806.023691	7999.991934
806.100104	8000.024709
806.206715	7999.995521
806.189659	8000.015764
806.346205	7999.977607
806.455886	8000.033279
806.339573	7999.979089
806.354584	8000.00484
806.582603	8000.005029
806.496884	8000.014022
806.40978	7999.970967
806.510164	8000.026158
806.437679	7999.991559
806.473395	8000.004906
806.582563	8000.00665
806.47345	7999.993258
806.621801	7999.989328
806.60377	8000.013371
806.645323	8000.007769
806.670075	7999.982048
806.592589	8000.008791
806.638077	8000.024568
806.662012	7999.966079
806.617449	8000.002226
806.632516	7999.993329
806.653154	8000.038622
806.528566	8000.012879
806.520764	7999.98355
806.697914	7999.998434
806.5518	8000.002379
806.738961	8000.004306
806.666193	7999.967768
806.895705	8000.016161
806.845589	7999.992343
806.747015	7999.998746
806.613082	8000.005246
806.785913	8000.046858
806.905783	7999.981779
806.932312	8000.006201
806.958452	7999.999803
806.889892	8000.005832
807.117045	7999.973252
807.004303	8000.013573
807.023717	8000.001051
807.039651	7999.992199
806.990207	8000.001143
806.991923	8000.010806
807.008163	7999.996195
806.855408	7999.997871
806.901695	8000.004064
806.965844	8000.045832
806.989946	8000.012377
806.997722	7999.960753
806.877809	7999.998778
807.091082	8000.000131
807.053546	7999.990439
807.112533	8000.018465
807.150478	7999.995351
807.060836	7999.979115
807.16149	8000.024696
807.175107	8000.017649
807.076207	7999.972058
807.199773	7999.991873
807.154449	8000.008729
807.235114	8000.00515
807.207555	8000.00945
807.090377	8000.018741
807.120307	8000.033713
807.380443	8000.006689
807.293771	7999.996381
807.184317	8000.000296
807.250225	8000.001729
807.038028	8000.017656
807.240903	7999.96842
807.329153	8000.00566
807.381627	7999.989072
807.507715	8000.003243
807.452281	8000.017651
807.262102	7999.984665
807.319566	8000.006837
807.325803	8000.01866
807.504917	7999.989371
807.469555	7999.993267
807.528971	7999.975113
807.329443	8000.007096
807.448578	8000.026683
807.452765	8000.015298
807.493299	7999.996168
807.526512	7999.97666
807.493337	7999.990294
807.49627	8000.011571
807.652302	8000.00034
807.51481	8000.004729
807.477148	8000.004656
807.564049	8000.041827
807.653586	7999.971328
807.763567	8000.023168
807.659776	8000.002349
807.730904	7999.998277
807.799317	7999.99984
807.760244	7999.988143
807.867615	8000.010972
807.947339	7999.999644
807.68659	8000.013059
807.801634	8000.015109
807.843064	7999.986399
808.042275	8000.002427
807.922326	8000.003874
807.806877	8000.015178
807.983028	7999.978036
807.789989	7999.998803
807.940172	8000.01037
807.940672	7999.975694
807.939536	8000.004462
807.997369	7999.999702
807.848854	8000.016997
808.12073	8000.027158
808.177739	7999.976153
808.027237	8000.045323
808.095253	7999.95446
808.001697	8000.022725
808.003075	7999.984244
808.067479	8000.037577
808.127934	7999.961724
808.154614	8000.032358
808.076308	7999.962803
808.227243	8000.012912
808.055427	8000.025151
808.131947	7999.95783
808.088372	8000.001728
808.213526	8000.006226
808.200612	7999.978556
808.275392	8000.009325
808.16174	7999.999546
808.119115	7999.983815
808.266464	8000.008712
808.203002	8000.001529
808.373535	8000.006449
808.262064	8000.008333
808.305628	8000.006686
808.249386	8000.001802
808.302256	7999.981384
808.543337	8000.01113
808.437676	8000.003689
808.299497	8000.011893
808.487025	8000.004216
808.350151	7999.995161
808.430763	8000.008905
808.436328	7999.987967
808.444696	7999.99605
808.505959	7999.972216
808.345468	8000.031244
808.518218	8000.003552
808.488978	7999.990438
808.573637	8000.004392
808.473789	7999.985701
808.664353	7999.993583
808.594951	8000.007269
808.419896	7999.975062
808.554075	8000.02238
808.41001	8000.001402
808.346309	8000.009608
808.539362	7999.990666
808.51659	8000.037566
808.669048	7999.997273
808.549884	7999.962182
808.661877	8000.017978
808.700597	7999.992978
808.616797	7999.988593
808.71501	8000.012875
808.638204	7999.9896
808.692273	8000.019298
808.834298	7999.988092
808.627609	7999.998527
808.603723	7999.999166
808.782059	8000.00449
808.770141	7999.998048
808.788058	8000.002774
808.845988	7999.99802
808.750824	8000.023849
808.964052	7999.992476
808.876296	7999.989811
808.870428	8000.022185
808.730292	7999.976382
808.924057	8000.009457
808.817017	8000.01157
808.957019	7999.980259
808.795058	7999.983381
808.71469	8000.023452
809.026507	7999.983702
808.83637	8000.000768
808.905405	8000.01969
809.13127	7999.983195
808.931234	7999.992048
809.117956	7999.995881
808.84886	7999.997312
809.011537	8000.019153
808.931995	7999.976485
809.042221	8000.011014
809.040842	8000.024368
808.985582	7999.981031
809.108133	8000.018123
809.174258	7999.979139
809.157709	8000.00711
809.094293	7999.984528
809.089146	8000.001538
809.241483	8000.001667
809.09013	8000.001488
809.279278	7999.999671
809.284791	7999.996056
809.301852	7999.996888
809.337244	8000.021771
809.262108	8000.019759
809.324789	7999.972896
809.344546	8000.006596
809.395721	8000.005343
809.393005	8000.014778
809.537976	7999.9972
809.416995	8000.021694
809.346406	7999.981413
809.226231	7999.994398
809.251151	8000.009113
809.551339	7999.991864
809.322	        8000.004976
809.487573	8000.025043
809.394471	7999.973972
809.447837	8000.01326
809.503834	8000.010331
809.453582	7999.99998
809.323933	7999.991298
809.40977	7999.997613
809.681555	8000.005848
809.495058	7999.998074
809.611672	7999.990581
809.526115	7999.993805
809.661842	8000.006552
809.587494	7999.998805
809.579644	8000.0176
809.717481	8000.001578
809.783362	7999.979909
809.645274	7999.990041
809.692985	8000.019412
809.646439	7999.993851
809.629308	7999.990989
809.559085	7999.989231
809.551687	8000.017676
809.648634	7999.982212
809.856702	8000.000627
809.868668	8000.030074
809.749249	7999.983416
809.620082	7999.974758
809.819948	8000.029327
809.828653	7999.989298
809.985341	8000.016606
809.937878	7999.975596
809.984068	8000.029916
810.080749	7999.986738
810.042849	8000.002053
809.932501	7999.982817
809.954394	8000.010853
810.004358	7999.99606
809.875728	8000.000906
809.902207	8000.009927
809.895456	8000.015303
809.857263	7999.9998
809.919585	7999.976021
809.830044	7999.99059
809.769198	8000.010494
809.905249	8000.011707
809.845629	8000.008572
809.966636	7999.982054
809.889946	8000.01654
809.921243	7999.993081
809.890617	8000.024174
810.104583	7999.971663
809.845912	7999.998658
809.893675	8000.010705
809.881416	8000.021572
810.044159	7999.989512
809.810768	8000.004339
809.952668	7999.982753
809.940664	8000.005184
809.938963	7999.997344
810.036315	8000.019658
809.964065	7999.986991
810.041193	8000.006333
810.178218	8000.003746
810.022664	8000.055329
810.049551	7999.960409
810.094722	8000.0012
810.179863	8000.015181
810.316765	7999.989485
810.134238	8000.006944
810.218427	8000.017025
810.181701	7999.993897
810.202961	8000.008423
810.146084	7999.990028
810.034147	8000.01884
810.132113	7999.996906
810.236301	7999.988769
810.253911	7999.999256
810.333776	8000.005263
810.137991	8000.010485
810.224651	7999.999516
810.317136	8000.006177
810.213543	7999.983439
810.160907	8000.028796
810.295815	7999.993371
810.223223	8000.010742
810.39889	8000.006304
810.168584	7999.988562
810.288273	8000.015882
810.301211	7999.977996
810.229434	8000.012737
810.267122	8000.010786
810.401202	7999.99457
810.340782	8000.00102
810.283088	7999.997984
810.178191	7999.992507
810.256084	8000.013813
810.385796	7999.976194
810.39227	8000.005357
810.443971	8000.021459
810.396915	8000.005497
810.333838	7999.998332
810.434365	7999.990007
810.490666	8000.014047
810.600164	8000.002335
810.575439	7999.993305
810.465832	8000.016461
810.56717	7999.994701
810.649799	8000.010478
810.612008	7999.98922
810.753583	8000.011897
810.745463	7999.992174
810.612798	7999.99296
810.654756	8000.045137
810.65094	7999.97173
810.848473	8000.001153
810.663261	8000.014622
810.519967	7999.99368
810.697809	8000.002832
810.927248	7999.995402
810.918309	8000.023768
810.916774	7999.992834
810.894172	8000.014717
810.814114	7999.98357
810.743022	8000.014496
810.912066	8000.002015
810.882721	8000.023549
811.082564	7999.989559
810.921429	8000.006199
810.973255	8000.012681
810.834235	7999.980408
810.925036	8000.002384
810.942833	8000.014806
810.890586	7999.994725
810.86717	7999.999238
810.900156	7999.991269
811.009992	7999.994977
811.056888	8000.006979
811.001898	8000.002158
811.055361	8000.008725
811.028813	7999.997674
811.060596	8000.005044
811.111805	7999.992242
811.093817	8000.018214
811.073073	7999.967034
811.161679	8000.013924
811.144854	8000.005302
811.077737	7999.996003
811.216944	8000.005081
811.32763	8000.01461
811.188427	8000.011206
811.289391	7999.985576
811.301069	7999.98228
811.243663	8000.011988
811.288666	8000.012341
811.173485	7999.998629
811.189592	8000.028291
811.165454	7999.984636
811.183823	7999.999013
811.409487	7999.997164
811.373303	8000.018344
811.383142	7999.986073
811.348262	7999.989994
811.337641	8000.000945
811.342587	7999.99345
811.344547	7999.9858
811.570656	8000.028255
811.381061	7999.993364
811.357654	8000.026758
811.477455	7999.984775
811.612921	8000.020615
811.47322	7999.990231
811.51687	7999.99244
811.473863	8000.007491
811.618969	8000.009175
811.555054	7999.992339
811.521013	8000.00593
811.594917	8000.007779
811.717758	8000.01216
811.510957	7999.995632
811.408253	7999.997967
811.679573	8000.000407
811.706099	7999.994028
811.702589	8000.011123
811.745088	8000.011347
811.687803	8000.000631
811.713835	7999.998077
811.783042	7999.991982
811.813056	8000.010813
811.752104	8000.001832
811.714726	8000.003698
811.673563	7999.982264
811.925104	8000.026037
811.892594	8000.010827
811.782626	7999.993533
811.849968	7999.998893
811.802156	8000.009846
811.760211	7999.992222
811.844745	8000.0158
812.022951	7999.999944
811.99351	8000.021473
811.929784	7999.973842
811.805572	8000.015496
812.020657	8000.007324
812.25302	7999.988496
812.094618	7999.993724
812.254326	8000.009641
812.129108	8000.001184
812.30146	8000.010055
812.145937	7999.986552
812.145437	7999.996102
812.307168	8000.012124
812.28895	7999.986102
812.393544	8000.003017
812.355435	7999.991367
812.164863	7999.993005
812.349481	8000.023689
812.232568	7999.977155
812.361041	7999.999157
812.326003	7999.991517
812.266705	8000.009576
812.235566	7999.986736
812.413782	7999.99976
812.479288	8000.006951
812.49984	8000.000263
812.418743	7999.99409
812.45574	7999.99788
812.483279	8000.006956
812.438222	7999.998798
812.203835	7999.992391
812.335251	7999.997218
812.384509	8000.024746
812.238672	7999.984417
812.352598	8000.005666
812.501598	7999.994074
812.448868	8000.006697
812.323945	7999.99633
812.393678	8000.00759
812.49595	7999.995506
812.510892	7999.996229
812.427375	7999.993781
812.476022	8000.000099
812.479013	8000.002129
812.48894	8000.004518
812.41818	7999.989253
812.456701	7999.998897
812.519077	8000.021329
812.437075	7999.995855
812.373528	7999.984814
812.408642	8000.005835
812.505349	8000.018491
812.583539	7999.97243
812.686182	8000.029676
812.572759	7999.975622
812.523508	7999.984574
812.663665	8000.030285
812.701854	7999.989854
812.673093	8000.009493
812.806317	7999.989384
812.725696	7999.985161
812.696527	8000.012481
812.657971	7999.989256
812.623357	8000.000891
812.698695	8000.006666
812.74698	8000.005264
812.783944	7999.987873
812.572274	7999.988419
812.722297	8000.021163
812.678788	8000.011159
812.656025	7999.990677
812.708587	8000.00875
812.765583	7999.994322
812.766726	8000.002032
812.830124	8000.005263
812.770606	8000.000207
812.719174	7999.997494
812.768501	8000.001922
812.71874	8000.020475
812.804194	7999.994043
812.725255	8000.007234
812.81867	7999.992766
812.770813	8000.019118
812.917468	7999.986227
812.922663	7999.992222
812.819415	7999.982976
812.793459	7999.99891
812.976679	8000.01412
812.92649	7999.982591
812.951048	7999.989588
813.034793	8000.018903
813.216622	7999.983982
813.164043	8000.01009
813.149644	7999.995816
813.159662	8000.000135
813.271804	8000.00589
813.2334	7999.99615
813.044001	7999.992072
813.106696	8000.004893
813.113138	8000.012878
813.146356	7999.991443
813.093789	8000.013701
813.249425	8000.006304
813.102424	8000.000569
813.20945	8000.00991
812.991451	8000.0005
813.144445	8000.006444
813.149283	8000.002794
813.185521	8000.002694
813.132972	8000.019177
813.117863	8000.016419
813.215172	7999.988675
813.262748	7999.998789
813.23413	8000.003033
813.306566	8000.012508
813.296224	7999.994594
813.147461	7999.998395
813.27814	7999.991632
813.359132	8000.007327
813.242041	7999.987737
813.283271	7999.993672
813.325231	8000.013122
813.204546	8000.002973
813.347811	8000.008414
813.295042	8000.001781
813.41161	8000.009691
813.259351	7999.990206
813.28664	8000.018523
813.301759	7999.9923
813.181437	7999.989872
813.18364	7999.997637
813.308583	8000.007905
813.353689	8000.006339
813.275459	8000.008015
813.342514	7999.98063
813.468425	8000.021755
813.344053	7999.98831
813.281429	7999.990794
813.425791	8000.015546
813.372286	7999.997322
813.393721	8000.017635
813.410046	8000.006878
813.464208	8000.00578
813.404129	7999.994918
813.476293	7999.998604
813.460143	7999.990016
813.513362	8000.0139
813.396656	7999.99433
813.540011	8000.001701
813.410242	8000.000709
813.404286	7999.998424
813.41296	8000.000748
813.485227	8000.002514
813.38132	8000.020189
813.481134	7999.992574
813.347104	7999.999063
813.522555	8000.002319
813.315758	8000.016593
813.514031	7999.99215
813.358267	8000.016767
813.419598	8000.002564
813.5792	7999.989597
813.435939	7999.989831
813.440454	7999.997716
813.681547	8000.023625
813.503471	8000.002803
813.496195	7999.990824
813.492849	8000.017555
813.578269	8000.002673
813.514057	8000.020478
813.502232	7999.983233
813.564977	8000.011461
813.530692	8000.009636
813.669209	7999.991726
813.480207	7999.983817
813.694178	8000.02565
813.550965	7999.977752
813.589621	8000.006658
813.691853	8000.00805
813.674149	8000.003232
813.732952	7999.996599
813.59024	8000.006489
813.715224	8000.003282
813.631062	7999.991173
813.869457	8000.016942
813.60922	7999.988016
813.861108	8000.012559
813.673551	8000.004723
813.699312	7999.99638
813.80263	8000.020932
813.787585	7999.996998
813.659568	7999.99032
813.891822	8000.00807
813.597436	7999.992779
813.862823	8000.014169
813.796958	8000.004933
813.694695	8000.020767
814.071383	8000.003637
813.90086	8000.002459
813.874083	8000.002948
813.73577	7999.991886
813.926854	8000.019057
813.943582	8000.002544
813.773076	7999.995592
813.798706	7999.998793
813.906309	8000.008165
813.88665	8000.012873
814.022084	7999.994804
813.921335	7999.987612
813.932576	8000.001622
813.898417	7999.990176
813.883817	8000.010549
814.038437	8000.020429
813.784048	8000.001432
813.779151	7999.999202
813.936156	8000.016908
813.965668	8000.010684
814.076831	7999.989433
814.009741	8000.003238
814.113124	8000.006614
813.984444	7999.996051
813.962155	8000.01025
813.969057	7999.993228
814.09864	8000.030693
813.912886	7999.999846
814.068294	8000.003991
814.039471	8000.012075
814.15004	7999.99657
814.067679	7999.994181
813.930341	7999.979318
813.860134	8000.004514
814.237257	8000.00281
814.158631	8000.008315
814.064812	8000.003407
814.274745	8000.010376
814.085182	7999.99666
814.27168	7998.340868
814.154238	7994.359669
814.14705	7990.367823
814.052136	7986.328201
814.091323	7982.358017
814.108703	7978.366525
814.171116	7974.330243
814.079474	7970.356298
814.211241	7966.325508
814.121837	7962.344041
814.078932	7958.34287
814.248203	7954.336101
814.144625	7950.326167
814.100555	7946.327906
813.961597	7942.35659
813.953093	7938.321815
813.960127	7934.342511
814.095121	7930.328357
814.223765	7926.311019
814.056352	7922.318349
814.07298	7918.320442
814.070678	7914.337912
813.942863	7910.313826
814.068846	7906.28404
814.050044	7902.341946
813.985188	7898.302907
814.027817	7894.277762
814.098138	7890.335275
814.043331	7886.318861
814.048039	7882.312062
814.107196	7878.30123
814.018816	7874.299597
813.829888	7870.284621
813.740392	7866.269701
813.972066	7862.305442
814.024917	7858.308814
814.050635	7854.267997
813.941448	7850.297177
813.961058	7846.301004
813.985372	7842.278396
813.770222	7838.268453
813.759661	7834.309137
813.909992	7830.288753
813.960568	7826.279949
813.738748	7822.277607
813.871877	7818.274634
813.915837	7814.255199
813.817888	7810.263543
813.819442	7806.280321
813.922651	7802.262801
813.91454	7798.257355
813.785945	7794.268348
813.915016	7790.269248
813.893461	7786.24911
813.809106	7782.254702
813.829184	7778.263166
813.94048	7774.24729
813.797079	7770.247582
813.746971	7766.238842
813.747246	7762.232419
813.713114	7758.261517
813.671678	7754.25242
813.675749	7750.233085
813.72667	7746.237677
813.66965	7742.252739
813.912203	7738.194789
813.771664	7734.23663
813.868211	7730.25573
813.663816	7726.225839
813.732572	7722.226819
813.554198	7718.226646
813.682473	7714.203839
813.552048	7710.21442
813.628097	7706.22542
813.59897	7702.224422
813.768252	7698.213991
813.733783	7694.227069
813.606423	7690.211741
813.492543	7686.198978
813.552761	7682.220068
813.51892	7678.184426
813.636811	7674.21843
813.65587	7670.213453
813.564722	7666.170972
813.605288	7662.190624
813.481097	7658.211066
813.527491	7654.183047
813.474449	7650.188703
813.405163	7646.213557
813.518289	7642.165925
813.538043	7638.1861
813.460037	7634.194849
813.45957	7630.146629
813.500031	7626.233709
813.598091	7622.166127
813.649099	7618.173832
813.537756	7614.182636
813.440501	7610.152653
813.432681	7606.178943
813.478916	7602.171771
813.358743	7598.169376
813.391443	7594.17781
813.35944	7590.171587
813.430425	7586.168557
813.472239	7582.157903
813.447449	7578.156001
813.371845	7574.167226
813.484942	7570.161484
813.34798	7566.134946
813.228236	7562.150418
813.217172	7558.133649
813.369105	7554.157838
813.290441	7550.161149
813.417949	7546.136836
813.19783	7542.145309
813.1899	7538.14415
813.225683	7534.12043
813.228576	7530.140447
813.16297	7526.158938
813.292302	7522.137142
813.168878	7518.126618
813.146377	7514.100352
813.139857	7510.142937
813.129819	7506.137889
813.096644	7502.105055
813.165191	7498.111501
812.821259	7494.121714
812.978	        7490.116663
813.049357	7486.117932
813.036876	7482.092061
813.044807	7478.135045
813.054114	7474.104603
813.061838	7470.088197
813.125468	7466.127877
813.122828	7462.097372
813.046769	7458.099766
813.224616	7454.092599
813.093887	7450.1082
813.035349	7446.115302
813.01728	7442.057033
813.086707	7438.123644
812.984756	7434.085043
812.994015	7430.070855
812.989166	7426.070236
813.14578	7422.075248
813.073022	7418.101315
813.034234	7414.076719
813.037459	7410.082435
813.058381	7406.066619
812.961302	7402.073861
812.879253	7398.081752
812.913113	7394.056588
813.017406	7390.095011
812.851881	7386.019078
812.804025	7382.094388
812.9171	7378.064032
812.956003	7374.060058
812.914342	7370.061917
813.00115	7366.051437
812.941805	7362.070566
813.034376	7358.033725
812.991766	7354.062907
813.008646	7350.045167
812.95189	7346.036313
812.970193	7342.058609
812.735876	7338.046303
812.921977	7334.050168
813.015269	7330.030014
812.878139	7326.027711
812.695813	7322.027871
812.745305	7318.059344
812.866317	7314.016662
812.71508	7310.02749
812.846617	7306.041605
812.984244	7302.016428
813.000304	7298.047526
812.665112	7294.002823
812.908737	7290.0374
812.870694	7285.989131
812.887853	7282.039235
812.999332	7278.026998
812.752813	7274.003395
812.684347	7269.979745
812.780027	7266.030893
812.74328	7262.000235
812.814613	7258.00962
812.735767	7254.009288
812.68639	7250.013652
812.797568	7246.005367
812.875191	7241.973338
812.699332	7238.034177
812.674982	7233.982173
812.529223	7229.997488
812.575352	7225.993652
812.413636	7221.996978
812.646832	7217.974885
812.505696	7213.991044
812.590302	7209.976111
812.646186	7205.99622
812.508998	7201.981015
812.56803	7197.947593
812.627528	7194.015811
812.750805	7189.957035
812.539229	7185.976218
812.663232	7181.99637
812.810132	7177.963399
812.726919	7173.973776
812.570832	7169.963258
812.479905	7165.943722
812.39528	7161.974719
812.569242	7157.946066
812.686264	7153.98081
812.696516	7149.924545
812.613963	7145.971785
812.349667	7141.932594
812.568542	7137.963301
812.534059	7133.916721
812.407109	7129.957211
812.492761	7125.946812
812.553427	7121.946876
812.565872	7117.93046
812.435935	7113.938904
812.504213	7109.938796
812.474935	7105.923759
812.427823	7101.943916
812.530168	7097.925201
812.443681	7093.934801
812.337858	7089.934163
812.392402	7085.919416
812.333294	7081.923936
812.381665	7077.911245
812.334596	7073.917358
812.460384	7069.920457
812.417794	7065.910757
812.267499	7061.928675
812.205327	7057.89451
812.182365	7053.925746
812.407855	7049.903083
812.189975	7045.904044
812.276946	7041.871404
812.225361	7037.937145
812.259466	7033.894683
812.321851	7029.900062
812.311679	7025.875123
812.231822	7021.92295
812.184643	7017.901255
812.17756	7013.874339
