Depth (nm)	Load (µN)
797.568613	1923.678269
797.498632	1919.67761
797.721119	1915.676612
797.673673	1911.679538
797.544425	1907.68318
797.440662	1903.654697
797.648184	1899.679977
797.597575	1895.677281
797.575165	1891.669313
797.558047	1887.663532
797.546485	1883.668608
797.526348	1879.657435
797.413582	1875.658846
797.398075	1871.662089
797.459515	1867.66118
797.444707	1863.67208
797.461195	1859.657117
797.372606	1855.660858
797.285489	1851.655387
797.23021	1847.651946
797.341144	1843.644877
797.358621	1839.653025
797.229864	1835.653525
797.29092	1831.652369
797.188803	1827.636928
797.259678	1823.654258
797.211468	1819.638969
797.094976	1815.630193
797.23154	1811.638468
797.210604	1807.652851
797.097163	1803.654549
797.025716	1799.628944
796.927494	1795.64806
797.008087	1791.63755
796.987959	1787.63954
797.036957	1783.627055
797.148854	1779.635846
797.00035	1775.634775
796.971426	1771.630212
796.998867	1767.62522
797.000731	1763.618942
796.989644	1759.642255
796.926991	1755.607697
796.772636	1751.630377
797.130736	1747.628566
796.853442	1743.634328
796.796633	1739.611012
796.610311	1735.626567
796.829736	1731.618225
796.753913	1727.606207
796.680399	1723.610881
796.70666	1719.629909
796.521074	1715.608851
796.807139	1711.611796
796.671915	1707.616253
796.734732	1703.606132
796.620649	1699.613135
796.759735	1695.583654
796.744469	1691.618883
796.628835	1687.612868
796.509796	1683.601785
796.656683	1679.605665
796.67069	1675.598369
796.549413	1671.610645
796.516842	1667.585149
796.556715	1663.611368
796.552737	1659.593466
796.494416	1655.59222
796.555634	1651.600893
796.425447	1647.5965
796.504567	1643.595583
796.391564	1639.579832
796.248971	1635.599551
796.360208	1631.587862
796.260948	1627.583471
796.291666	1623.594111
796.134267	1619.587732
796.158289	1615.597994
796.249905	1611.558767
796.270689	1607.58868
796.083165	1603.587468
796.057069	1599.587588
796.123643	1595.561342
796.121765	1591.581966
796.254951	1587.576129
796.168745	1583.524332
796.357211	1579.590763
796.13414	1575.587766
796.091328	1571.571586
796.176167	1567.575131
796.146016	1563.578052
796.08223	1559.567769
796.140963	1555.553863
795.994928	1551.581176
795.887888	1547.568912
796.048004	1543.562902
795.997746	1539.571768
795.953724	1535.557446
795.930679	1531.568333
795.910149	1527.543651
796.12069	1523.57432
795.8813	1519.567062
795.945021	1515.544368
795.940211	1511.56293
796.127355	1507.55624
796.045841	1503.562147
795.89676	1499.54476
795.920646	1495.552581
795.957503	1491.556236
795.877412	1487.537695
795.888834	1483.55701
795.820297	1479.540776
795.809833	1475.565263
795.936637	1471.518796
795.889483	1467.552855
795.716412	1463.551595
795.621479	1459.550388
795.733474	1455.542572
795.754581	1451.545098
795.601821	1447.533825
795.531831	1443.536284
795.503363	1439.556147
795.403071	1435.54277
795.363872	1431.526799
795.483468	1427.538695
795.361994	1423.536178
795.594649	1419.51817
795.485557	1415.547624
795.469346	1411.528415
795.434007	1407.526251
795.46974	1403.535424
795.436787	1399.524734
795.415815	1395.535084
795.516815	1391.515245
795.640031	1387.524527
795.4857	1383.539267
795.540507	1379.516918
795.458609	1375.522608
795.218084	1371.524433
795.425914	1367.495052
795.294823	1363.534944
795.583918	1359.523731
795.39462	1355.519588
795.377445	1351.516776
795.324252	1347.524631
795.388791	1343.518176
795.335514	1339.505729
795.365112	1335.52041
795.068451	1331.526522
795.119314	1327.502541
795.250148	1323.509894
795.359079	1319.511739
795.243097	1315.493172
795.227194	1311.516197
795.198589	1307.517468
795.088984	1303.509193
795.135725	1299.510099
795.080635	1295.507793
795.047397	1291.51206
794.962481	1287.495787
795.113418	1283.498539
795.104036	1279.515579
794.961862	1275.492183
795.01524	1271.496874
795.078759	1267.509278
794.947237	1263.484089
794.836053	1259.504478
794.818778	1255.502782
794.897305	1251.49062
794.826507	1247.505673
794.861237	1243.495489
794.715495	1239.489337
794.726625	1235.493642
794.937997	1231.5041
794.748114	1227.486565
794.604495	1223.495209
794.608519	1219.491408
794.467991	1215.481553
794.62777	1211.491557
794.384975	1207.495456
794.680514	1203.487646
794.600424	1199.48447
794.58037	1195.493939
794.626507	1191.487372
794.657343	1187.474986
794.581083	1183.479881
794.639343	1179.494899
794.471683	1175.47244
794.408168	1171.484337
794.31509	1167.49092
794.486044	1163.453139
794.520767	1159.493987
794.408984	1155.488905
794.395167	1151.474814
794.32441	1147.49222
794.508846	1143.472612
794.473847	1139.469586
794.333003	1135.484705
794.476141	1131.485689
794.323326	1127.476463
794.31068	1123.473365
794.123696	1119.484808
794.286491	1115.452899
794.317259	1111.479282
794.222951	1107.478425
794.116218	1103.476234
794.235719	1099.471369
794.253197	1095.47937
794.209394	1091.456385
794.168939	1087.473744
794.087241	1083.476645
794.115687	1079.457686
794.071042	1075.474507
794.010225	1071.470425
794.081895	1067.44757
793.970149	1063.478536
794.05765	1059.478091
793.899279	1055.458255
793.985919	1051.471503
793.846237	1047.468648
794.086841	1043.450339
793.855549	1039.473794
793.715051	1035.469713
793.765826	1031.458876
793.637729	1027.464372
793.716783	1023.453418
793.813544	1019.465184
793.711375	1015.467152
793.606042	1011.464014
793.677056	1007.467347
793.865564	1003.455494
793.747257	999.441427
793.534818	995.475278
793.62023	991.464251
793.563065	987.447264
793.603364	983.45968
793.578033	979.461752
793.631094	975.443766
793.3603	971.466849
793.382713	967.46752
793.467073	963.454326
793.492618	959.454959
793.508554	955.463201
793.268552	951.451239
793.32903	947.46568
793.253697	943.450705
793.184354	939.462254
793.117586	935.450742
793.140367	931.441495
793.166884	927.45528
793.209839	923.465832
793.18095	919.449358
793.021583	915.456563
792.957195	911.47042
793.026669	907.440789
793.094528	903.452108
793.051823	899.448276
792.988472	895.454027
792.960533	891.458001
792.839159	887.438519
792.834388	883.460168
792.859976	879.462633
792.930718	875.444088
793.018228	871.456555
792.738024	867.453006
792.752657	863.445774
792.911645	859.462515
792.813	        855.445863
792.909767	851.45598
792.845837	847.461665
792.81743	843.429239
792.624864	839.470622
792.554305	835.454175
792.828291	831.452781
792.689436	827.447038
792.684842	823.442007
792.776509	819.449653
792.717886	815.468965
792.513918	811.441019
792.532441	807.454184
792.542592	803.431377
792.467377	799.457283
792.405744	795.468459
792.279233	791.458802
792.47758	787.459385
792.394315	783.454745
792.429184	779.446887
792.30554	775.461219
792.410521	771.447019
792.275695	767.463478
792.233518	763.460362
792.317051	759.433744
792.245113	755.475413
792.156058	751.45768
792.205986	747.456017
792.029662	743.479111
791.802804	739.437755
792.11377	735.458119
792.044933	731.461746
792.113954	727.454934
792.086927	723.460205
792.055716	719.447108
791.917352	715.470469
791.971778	711.463034
791.844789	707.468639
791.757378	703.464903
791.889999	699.454664
791.752828	695.466136
791.864242	691.45934
791.802959	687.465739
791.871488	683.462267
791.764176	679.460442
791.561703	675.480259
791.748287	671.451451
791.68503	667.474004
791.575056	663.476241
791.509677	659.451033
791.460988	655.483146
791.388887	651.466493
791.573624	647.459288
791.362709	643.466863
791.339547	639.468508
791.431373	635.487468
791.259145	631.477956
791.196276	627.483397
791.222525	623.45837
791.305397	619.491234
791.430068	615.465179
791.346871	611.486436
791.295448	607.482313
791.097658	603.466598
791.061115	599.49648
791.261939	595.474133
791.190418	591.488972
791.107029	587.477819
791.219849	583.48409
791.197422	579.497733
790.926159	575.484457
790.975921	571.489993
790.878619	567.475253
790.831577	563.504374
790.743869	559.503529
790.638304	555.497346
790.763779	551.49246
790.922181	547.479624
790.759567	543.509362
790.773054	539.49894
790.783032	535.50186
790.755164	531.482285
790.604101	527.515594
790.568138	523.51279
790.342116	519.513632
790.662994	515.490207
790.527537	511.507985
790.527491	507.528359
790.547654	503.50832
790.45565	499.526363
790.350822	495.49943
790.526948	491.536133
790.227796	487.537683
790.351943	483.526029
790.086088	479.540611
790.152188	475.527933
790.15398	471.5296
790.239632	467.535045
790.319524	463.533614
790.214693	459.539775
790.180252	455.559645
790.007512	451.544063
790.01764	447.545217
789.880352	443.547287
789.843781	439.554344
789.955153	435.54571
789.86857	431.554917
789.849788	427.542085
789.811081	423.570459
789.798927	419.564036
789.749276	415.563463
789.804667	411.55543
789.806086	407.58505
789.701319	403.570174
789.615904	399.575579
789.577791	395.566859
789.60828	391.589559
789.425616	387.590114
789.427819	383.583511
789.44718	379.574007
789.328783	375.605836
789.397138	371.59616
789.253046	367.585702
789.29241	363.588741
789.325616	359.621315
789.400382	355.610465
789.122268	351.61644
789.192745	347.606166
789.112521	343.631725
789.191081	339.608623
789.03278	335.629456
788.996819	331.625906
788.836797	327.642679
788.672001	323.644943
788.821563	319.623881
788.756663	315.648006
788.594695	311.654939
788.911089	307.632763
788.628717	303.645011
788.514278	299.674391
788.640533	295.66669
788.708762	291.666625
788.544869	287.672972
788.484005	283.68473
788.419716	279.681485
788.41075	275.672203
788.321951	271.697954
788.272446	267.69685
788.168561	263.70861
788.15874	259.695285
788.244096	255.70332
788.239013	251.70047
788.142104	247.699275
788.014894	243.730242
788.011818	239.732795
787.844434	235.7466
787.913611	231.735983
787.838522	227.751862
787.9016	223.750777
787.638699	219.760461
787.780606	215.770278
787.488552	211.782301
787.514223	207.772891
787.461213	203.784002
787.47263	199.789063
787.24178	195.809644
787.20324	191.798689
786.977948	187.829194
787.1038	183.811273
786.949356	179.831427
786.834065	175.839531
786.675593	171.853463
786.772602	167.83071
786.675855	163.872092
786.551167	159.865198
786.277717	155.890682
786.187445	151.893076
786.232677	147.883449
786.148578	143.883657
786.03039	139.926139
786.009068	135.92476
785.889273	131.924864
785.667414	127.967492
785.748126	123.933538
785.404837	119.97014
785.256837	115.994045
784.981088	111.998814
785.160982	107.967596
784.987205	104.008783
784.832197	100.024078
784.728715	96.014278
784.688402	92.048441
784.516268	88.055776
784.338782	84.080489
784.188818	80.084774
783.823027	76.106852
783.834893	72.106804
783.585881	68.127379
783.698924	64.123652
783.353187	60.157314
783.198684	56.164979
783.230405	52.178276
782.872258	48.221842
782.714681	44.226458
782.529448	40.248313
782.158773	36.276626
781.902908	32.285178
781.806974	28.280444
781.481857	24.329674
781.354059	20.331958
781.028598	16.351399
780.811778	12.384058
780.653788	8.413927
780.453226	4.503272
780.152512	2.438489
	


